Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
510,tt0093625,2016-04-04,2016-04-04,,Night of the Living Babes,https://www.imdb.com/title/tt0093625/,video,5.3,60,1987,"Comedy, Horror",73,1987-12-31,Gregory Dark
511,tt0091631,2016-04-04,2016-04-04,,Nightmare Weekend,https://www.imdb.com/title/tt0091631/,movie,3.0,85,1986,"Horror, Sci-Fi",529,1986-05-12,Henri Sala
512,tt1462562,2016-04-04,2016-04-04,,Life Room,https://www.imdb.com/title/tt1462562/,movie,3.0,65,2009,Horror,36,2009-12-31,Eric Ray
513,tt1340684,2016-04-04,2016-04-04,,Snuffin' Zombies,https://www.imdb.com/title/tt1340684/,movie,5.5,76,2008,"Comedy, Horror",20,2008-09-01,Karl Benacci
514,tt1690545,2016-04-04,2016-04-04,,All American Zombie Drugs,https://www.imdb.com/title/tt1690545/,movie,3.5,99,2010,"Adventure, Comedy, Crime, Horror, Sci-Fi, Thriller",220,2013-04-23,Alex Ballar
515,tt0977669,2016-04-04,2016-04-04,,The Vanguard,https://www.imdb.com/title/tt0977669/,movie,3.3,89,2008,"Action, Horror, Sci-Fi",1427,2008-04-06,Matthew Hope
516,tt1478351,2016-04-04,2016-04-04,,Zombie Punch,https://www.imdb.com/title/tt1478351/,movie,5.8,103,2009,"Action, Horror, Thriller",26,2009-04-27,Silver Kim
517,tt0091847,2016-04-04,2016-04-04,,La revanche des mortes vivantes,https://www.imdb.com/title/tt0091847/,movie,4.1,76,1987,Horror,558,1987-08-06,Pierre B. Reinhard
518,tt0199148,2016-04-04,2016-04-04,,Wu long tian shi zhao ji gui,https://www.imdb.com/title/tt0199148/,movie,5.2,80,1981,"Action, Comedy, Horror",322,1981-10-01,Shan Hua
519,tt0088454,2016-04-04,2016-04-04,,Zombie Island Massacre,https://www.imdb.com/title/tt0088454/,movie,2.8,95,1984,Horror,611,1984-11-30,John N. Carter
520,tt0069165,2016-04-04,2016-04-04,,La rebelión de las muertas,https://www.imdb.com/title/tt0069165/,movie,4.8,89,1973,Horror,629,1973-06-27,León Klimovsky
521,tt0051226,2016-04-04,2016-04-04,,Zombies of Mora Tau,https://www.imdb.com/title/tt0051226/,movie,5.1,70,1957,"Action, Adventure, Fantasy, Horror, Thriller",771,1957-03-31,Edward L. Cahn
522,tt1422164,2016-04-04,2016-04-04,,Zombie Town: The Movie,https://www.imdb.com/title/tt1422164/,movie,4.2,75,2009,"Adventure, Horror",19,2009-03-01,Nicholas Aubrey
523,tt0051205,2016-04-04,2016-04-04,,Womaneater,https://www.imdb.com/title/tt0051205/,movie,4.6,70,1958,"Horror, Sci-Fi",434,1958-04-30,Charles Saunders
524,tt1172550,2016-04-04,2016-04-04,,Zombi kampung pisang,https://www.imdb.com/title/tt1172550/,movie,5.3,118,2007,"Comedy, Horror",136,2007-04-19,Mamat Khalid
525,tt0222512,2016-04-04,2016-04-04,,Zombie Cop,https://www.imdb.com/title/tt0222512/,movie,2.8,90,1991,Horror,146,1991-10-04,J.R. Bookwalter
526,tt0097718,2016-04-04,2016-04-04,,The Laughing Dead,https://www.imdb.com/title/tt0097718/,movie,4.0,103,1990,Horror,256,1990-12-31,Somtow Sucharitkul
527,tt0054724,2016-04-04,2016-04-04,,Zombie,https://www.imdb.com/title/tt0054724/,movie,3.3,92,1971,Horror,1127,1971-10-29,Del Tenney
528,tt0213113,2016-04-04,2016-04-04,,The Resurrection Game,https://www.imdb.com/title/tt0213113/,movie,3.8,91,2001,"Comedy, Horror, Mystery",62,,Mike Watt
529,tt1321874,2016-04-04,2016-04-04,,Zombies Unleashed,https://www.imdb.com/title/tt1321874/,movie,2.5,62,2010,Horror,13,2010-08-02,Richard Givens
530,tt0418251,2016-04-04,2016-04-04,,TrashHouse,https://www.imdb.com/title/tt0418251/,movie,2.3,82,2005,"Comedy, Horror",302,2005-01-21,Pat Higgins
531,tt0984248,2016-04-04,2016-04-04,,Zeppo: Sinners from Beyond the Moon!,https://www.imdb.com/title/tt0984248/,movie,6.0,89,2007,"Comedy, Horror, Sci-Fi",25,2007-11-03,Jerry Williams
532,tt0471385,2016-04-04,2016-04-04,,Shin kaidan zangyaku hidô: onna keiji to ratai kaibôki,https://www.imdb.com/title/tt0471385/,movie,2.5,,2003,Horror,12,2003-10-05,Seiji Yamada
533,tt1528836,2016-04-04,2016-04-04,,Vampire City 2: Rock 'N Roll Zombies from Outer Space,https://www.imdb.com/title/tt1528836/,movie,5.9,75,2009,"Action, Comedy, Horror",31,2009-10-31,"Robert Tarantino, Wolf Morrison"
534,tt0045352,2016-04-04,2016-04-04,,Zombies of the Stratosphere,https://www.imdb.com/title/tt0045352/,movie,5.6,167,1952,"Action, Sci-Fi",321,1952-07-16,Fred C. Brannon
535,tt0760332,2016-04-04,2016-04-04,,Z: A Zombie Musical,https://www.imdb.com/title/tt0760332/,movie,5.4,,2007,"Comedy, Musical",45,2007-10-31,John McLean
536,tt1718203,2016-04-04,2016-04-04,,Zompyres: Texas,https://www.imdb.com/title/tt1718203/,movie,3.3,65,2010,"Action, Comedy, Drama, Horror, Sci-Fi",28,2010-08-13,Jordan Funderburk
537,tt0100305,2016-04-04,2016-04-04,,The Orbitrons,https://www.imdb.com/title/tt0100305/,movie,5.8,,1990,"Horror, Sci-Fi",22,,Chris Frieri
538,tt1825207,2016-04-04,2016-04-04,,Zombie Abomination: The Italian Zombie Movie - Part 1,https://www.imdb.com/title/tt1825207/,movie,5.3,100,2010,"Comedy, Horror, Sci-Fi",52,2010-07-30,Thomas Berdinski
539,tt1127228,2016-04-04,2016-04-04,,Zombthology,https://www.imdb.com/title/tt1127228/,movie,5.3,103,2008,Horror,75,2008-08-31,"Chris Kiros, Robert Elkins, Elias Dancey"
540,tt0256535,2016-04-04,2016-04-04,,Zombie Cult Massacre,https://www.imdb.com/title/tt0256535/,movie,4.4,66,1998,"Action, Horror, Thriller",99,1998-07-01,Jeff Dunn
541,tt0039076,2016-04-04,2016-04-04,,Valley of the Zombies,https://www.imdb.com/title/tt0039076/,movie,5.2,56,1946,"Action, Drama, Horror, Mystery",180,1946-05-24,Philip Ford
542,tt0387661,2016-04-04,2016-04-04,,Urban Scumbags vs. Countryside Zombies,https://www.imdb.com/title/tt0387661/,movie,5.2,67,1992,"Comedy, Horror",36,1992-12-31,"Patrick Hollmann, Sebastian Panneck"
543,tt0378808,2016-04-04,2016-04-04,,The Stink of Flesh,https://www.imdb.com/title/tt0378808/,video,4.3,85,2005,"Comedy, Horror",626,2005-05-31,Scott Phillips
544,tt0439534,2016-04-04,2016-04-04,,Deadhunter: Sevillian Zombies,https://www.imdb.com/title/tt0439534/,video,2.5,75,2003,Horror,206,2003-11-28,Julián Lara
545,tt1620557,2016-04-04,2016-04-04,,Nightmare Alley,https://www.imdb.com/title/tt1620557/,movie,3.2,88,2010,Horror,91,2010-10-04,"Laurence Holloway, Scarlet Fry"
546,tt1344607,2016-04-04,2016-04-04,,Flying Saucer Rock 'N' Roll,https://www.imdb.com/title/tt1344607/,movie,4.1,85,2006,"Adventure, Comedy, Horror, Sci-Fi",53,2006-03-16,Eric Callero
547,tt0067525,2016-04-04,2016-04-04,,The Omega Man,https://www.imdb.com/title/tt0067525/,movie,6.6,98,1971,"Action, Sci-Fi, Thriller",26828,1971-08-01,Boris Sagal
548,tt0203726,2016-04-05,2016-04-05,,The Necro Files,https://www.imdb.com/title/tt0203726/,movie,4.0,72,1997,"Horror, Comedy",436,1997-09-17,Matt Jaissle
549,tt3317310,2018-10-20,2018-10-20,,Zombie TV,https://www.imdb.com/title/tt3317310/,movie,4.5,77,2013,"Action, Comedy, Horror",24,2013-11-25,"Maelie Makuno, Yoshihiro Nishimura, Naoya Tashiro"
550,tt2769158,2018-10-20,2018-10-20,,Reipu zonbi: Lust of the dead 3,https://www.imdb.com/title/tt2769158/,movie,4.1,68,2013,Horror,233,2013-03-23,Naoyuki Tomomatsu
551,tt3654212,2018-10-20,2018-10-20,,Reipu zonbi: Lust of the dead - kurôn miko taisen,https://www.imdb.com/title/tt3654212/,movie,5.8,87,2014,Horror,89,2014-12-31,Naoyuki Tomomatsu
552,tt3721554,2018-10-20,2018-10-20,,Reipu zonbi: Lust of the dead - arata naru zetsubô,https://www.imdb.com/title/tt3721554/,movie,5.4,,2014,Horror,67,2014-08-09,Naoyuki Tomomatsu
553,tt7869176,2018-10-20,2018-10-20,,Tôkyô ribingu deddo aidoru,https://www.imdb.com/title/tt7869176/,movie,6.5,83,2018,"Action, Horror",16,2018-03-17,Yûki Kumagai
554,tt1642252,2018-10-20,2018-10-20,,Kyonyû doragon: Onsen zonbi vs sutorippâ 5,https://www.imdb.com/title/tt1642252/,movie,4.4,73,2010,"Action, Comedy, Horror, Thriller",1204,2010-05-15,Takao Nakano
